palabra;ocurrencia;administracion;delincuencia;espaciopublico;limpieza;movilidad
arriurdina;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
carril;0;0.909090909090909;0.961538461538462;0.92;0.976744186046512;0.833333333333333
carril;1;0.0909090909090909;0.0384615384615385;0.08;0.0232558139534884;0.166666666666667
júndiz;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.966666666666667
júndiz;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.0333333333333333
ocupación;0;0.909090909090909;0.961538461538462;0.96;0.976744186046512;0.85
ocupación;1;0.0909090909090909;0.0384615384615385;0.04;0.0232558139534884;0.15
bidegorri;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
bidegorri;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
paso;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.933333333333333
paso;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0666666666666667
comer;0;0.909090909090909;0.961538461538462;0.88;0.953488372093023;0.95
comer;1;0.0909090909090909;0.0384615384615385;0.12;0.0465116279069767;0.05
green;0;0.818181818181818;0.884615384615385;0.88;0.976744186046512;0.966666666666667
green;1;0.181818181818182;0.115384615384615;0.12;0.0232558139534884;0.0333333333333333
jardín;0;0.954545454545455;0.961538461538462;0.92;0.930232558139535;0.983333333333333
jardín;1;0.0454545454545455;0.0384615384615385;0.08;0.0697674418604651;0.0166666666666667
menos;0;0.909090909090909;0.961538461538462;0.88;0.953488372093023;0.983333333333333
menos;1;0.0909090909090909;0.0384615384615385;0.12;0.0465116279069767;0.0166666666666667
pasado;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.966666666666667
pasado;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0333333333333333
tal;0;0.954545454545455;0.961538461538462;0.92;0.953488372093023;0.983333333333333
tal;1;0.0454545454545455;0.0384615384615385;0.08;0.0465116279069767;0.0166666666666667
verano;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.966666666666667
verano;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0333333333333333
vitoriagasteiz;0;0.818181818181818;0.807692307692308;0.8;0.930232558139535;0.933333333333333
vitoriagasteiz;1;0.181818181818182;0.192307692307692;0.2;0.0697674418604651;0.0666666666666667
alta;0;0.954545454545455;0.961538461538462;0.88;0.976744186046512;0.966666666666667
alta;1;0.0454545454545455;0.0384615384615385;0.12;0.0232558139534884;0.0333333333333333
comunicar;0;0.954545454545455;0.961538461538462;0.88;0.976744186046512;0.983333333333333
comunicar;1;0.0454545454545455;0.0384615384615385;0.12;0.0232558139534884;0.0166666666666667
pesar;0;0.954545454545455;0.961538461538462;0.92;0.930232558139535;0.983333333333333
pesar;1;0.0454545454545455;0.0384615384615385;0.08;0.0697674418604651;0.0166666666666667
plaza;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.933333333333333
plaza;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0666666666666667
servicio;0;0.909090909090909;0.961538461538462;0.92;0.813953488372093;0.966666666666667
servicio;1;0.0909090909090909;0.0384615384615385;0.08;0.186046511627907;0.0333333333333333
cerrar;0;0.909090909090909;0.961538461538462;0.96;0.976744186046512;0.983333333333333
cerrar;1;0.0909090909090909;0.0384615384615385;0.04;0.0232558139534884;0.0166666666666667
gracia;0;0.863636363636364;0.961538461538462;0.96;0.953488372093023;0.983333333333333
gracia;1;0.136363636363636;0.0384615384615385;0.04;0.0465116279069767;0.0166666666666667
vitoria;0;0.590909090909091;0.615384615384615;0.96;0.837209302325581;0.9
vitoria;1;0.409090909090909;0.384615384615385;0.04;0.162790697674419;0.1
miedo;0;0.909090909090909;0.961538461538462;0.96;0.976744186046512;0.966666666666667
miedo;1;0.0909090909090909;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
preguntar;0;0.909090909090909;0.961538461538462;0.96;0.953488372093023;0.983333333333333
preguntar;1;0.0909090909090909;0.0384615384615385;0.04;0.0465116279069767;0.0166666666666667
contrata;0;0.954545454545455;0.961538461538462;0.96;0.906976744186046;0.983333333333333
contrata;1;0.0454545454545455;0.0384615384615385;0.04;0.0930232558139535;0.0166666666666667
limpieza;0;0.954545454545455;0.961538461538462;0.96;0.674418604651163;0.983333333333333
limpieza;1;0.0454545454545455;0.0384615384615385;0.04;0.325581395348837;0.0166666666666667
mundial;0;0.954545454545455;0.923076923076923;0.96;0.953488372093023;0.983333333333333
mundial;1;0.0454545454545455;0.0769230769230769;0.04;0.0465116279069767;0.0166666666666667
urtaran;0;0.909090909090909;0.961538461538462;0.96;0.906976744186046;0.983333333333333
urtaran;1;0.0909090909090909;0.0384615384615385;0.04;0.0930232558139535;0.0166666666666667
accidente;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.933333333333333
accidente;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0666666666666667
herido;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.95
herido;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.05
lugar;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.966666666666667
lugar;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0333333333333333
tráfico;0;0.954545454545455;0.923076923076923;0.92;0.976744186046512;0.9
tráfico;1;0.0454545454545455;0.0769230769230769;0.08;0.0232558139534884;0.1
foronda;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.966666666666667
foronda;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0333333333333333
conducir;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.966666666666667
conducir;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.0333333333333333
parte;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.95
parte;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.05
querer;0;0.909090909090909;0.923076923076923;0.96;0.930232558139535;0.983333333333333
querer;1;0.0909090909090909;0.0769230769230769;0.04;0.0697674418604651;0.0166666666666667
olor;0;0.954545454545455;0.961538461538462;0.92;0.906976744186046;0.983333333333333
olor;1;0.0454545454545455;0.0384615384615385;0.08;0.0930232558139535;0.0166666666666667
pescado;0;0.954545454545455;0.961538461538462;0.96;0.930232558139535;0.983333333333333
pescado;1;0.0454545454545455;0.0384615384615385;0.04;0.0697674418604651;0.0166666666666667
podrir;0;0.954545454545455;0.961538461538462;0.96;0.930232558139535;0.983333333333333
podrir;1;0.0454545454545455;0.0384615384615385;0.04;0.0697674418604651;0.0166666666666667
sansomendi;0;0.954545454545455;0.961538461538462;0.96;0.930232558139535;0.983333333333333
sansomendi;1;0.0454545454545455;0.0384615384615385;0.04;0.0697674418604651;0.0166666666666667
seguir;0;0.909090909090909;0.923076923076923;0.92;0.883720930232558;0.933333333333333
seguir;1;0.0909090909090909;0.0769230769230769;0.08;0.116279069767442;0.0666666666666667
acera;0;0.954545454545455;0.961538461538462;0.84;0.976744186046512;0.983333333333333
acera;1;0.0454545454545455;0.0384615384615385;0.16;0.0232558139534884;0.0166666666666667
bici;0;0.863636363636364;0.923076923076923;0.92;0.976744186046512;0.9
bici;1;0.136363636363636;0.0769230769230769;0.08;0.0232558139534884;0.1
odio;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.966666666666667
odio;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0333333333333333
persona;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.983333333333333
persona;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0166666666666667
poner;0;0.954545454545455;0.961538461538462;0.84;0.976744186046512;0.966666666666667
poner;1;0.0454545454545455;0.0384615384615385;0.16;0.0232558139534884;0.0333333333333333
cruzar;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.916666666666667
cruzar;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0833333333333333
innecesario;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
innecesario;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
olaguibel;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
olaguibel;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
semáforo;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.966666666666667
semáforo;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.0333333333333333
tras;0;0.954545454545455;0.846153846153846;0.96;0.976744186046512;0.966666666666667
tras;1;0.0454545454545455;0.153846153846154;0.04;0.0232558139534884;0.0333333333333333
prever;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
prever;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
autobús;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.95
autobús;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.05
leioa;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.983333333333333
leioa;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0166666666666667
anillo;0;0.954545454545455;0.961538461538462;0.96;0.930232558139535;0.983333333333333
anillo;1;0.0454545454545455;0.0384615384615385;0.04;0.0697674418604651;0.0166666666666667
papelera;0;0.954545454545455;0.961538461538462;0.92;0.883720930232558;0.983333333333333
papelera;1;0.0454545454545455;0.0384615384615385;0.08;0.116279069767442;0.0166666666666667
pleno;0;0.954545454545455;0.961538461538462;0.92;0.953488372093023;0.983333333333333
pleno;1;0.0454545454545455;0.0384615384615385;0.08;0.0465116279069767;0.0166666666666667
rebosar;0;0.954545454545455;0.961538461538462;0.96;0.930232558139535;0.983333333333333
rebosar;1;0.0454545454545455;0.0384615384615385;0.04;0.0697674418604651;0.0166666666666667
semana;0;0.954545454545455;0.961538461538462;0.96;0.930232558139535;0.983333333333333
semana;1;0.0454545454545455;0.0384615384615385;0.04;0.0697674418604651;0.0166666666666667
suciedad;0;0.954545454545455;0.961538461538462;0.96;0.906976744186046;0.983333333333333
suciedad;1;0.0454545454545455;0.0384615384615385;0.04;0.0930232558139535;0.0166666666666667
verde;0;0.909090909090909;0.961538461538462;0.96;0.930232558139535;0.983333333333333
verde;1;0.0909090909090909;0.0384615384615385;0.04;0.0697674418604651;0.0166666666666667
blanco;0;0.954545454545455;0.884615384615385;0.96;0.976744186046512;0.966666666666667
blanco;1;0.0454545454545455;0.115384615384615;0.04;0.0232558139534884;0.0333333333333333
colegio;0;0.909090909090909;0.961538461538462;0.92;0.976744186046512;0.95
colegio;1;0.0909090909090909;0.0384615384615385;0.08;0.0232558139534884;0.05
paseo;0;0.909090909090909;0.961538461538462;0.96;0.953488372093023;0.983333333333333
paseo;1;0.0909090909090909;0.0384615384615385;0.04;0.0465116279069767;0.0166666666666667
público;0;0.863636363636364;0.961538461538462;0.92;0.953488372093023;0.966666666666667
público;1;0.136363636363636;0.0384615384615385;0.08;0.0465116279069767;0.0333333333333333
zona;0;0.909090909090909;0.961538461538462;0.92;0.953488372093023;0.966666666666667
zona;1;0.0909090909090909;0.0384615384615385;0.08;0.0465116279069767;0.0333333333333333
dos;0;0.954545454545455;0.923076923076923;0.96;0.930232558139535;0.966666666666667
dos;1;0.0454545454545455;0.0769230769230769;0.04;0.0697674418604651;0.0333333333333333
hola;0;0.909090909090909;0.961538461538462;0.96;0.953488372093023;0.983333333333333
hola;1;0.0909090909090909;0.0384615384615385;0.04;0.0465116279069767;0.0166666666666667
marrón;0;0.954545454545455;0.961538461538462;0.96;0.953488372093023;0.983333333333333
marrón;1;0.0454545454545455;0.0384615384615385;0.04;0.0465116279069767;0.0166666666666667
baldosa;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.983333333333333
baldosa;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0166666666666667
hondura;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
hondura;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
hoy;0;0.909090909090909;0.961538461538462;0.88;0.976744186046512;0.983333333333333
hoy;1;0.0909090909090909;0.0384615384615385;0.12;0.0232558139534884;0.0166666666666667
piso;0;0.909090909090909;0.961538461538462;0.92;0.976744186046512;0.983333333333333
piso;1;0.0909090909090909;0.0384615384615385;0.08;0.0232558139534884;0.0166666666666667
salida;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
salida;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
siempre;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
siempre;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
aparcabicis;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.966666666666667
aparcabicis;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.0333333333333333
pendiente;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.966666666666667
pendiente;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.0333333333333333
robo;0;0.954545454545455;0.846153846153846;0.96;0.976744186046512;0.983333333333333
robo;1;0.0454545454545455;0.153846153846154;0.04;0.0232558139534884;0.0166666666666667
tarea;0;0.954545454545455;0.923076923076923;0.96;0.976744186046512;0.966666666666667
tarea;1;0.0454545454545455;0.0769230769230769;0.04;0.0232558139534884;0.0333333333333333
ayuntamiento;0;0.772727272727273;0.961538461538462;0.96;0.883720930232558;0.983333333333333
ayuntamiento;1;0.227272727272727;0.0384615384615385;0.04;0.116279069767442;0.0166666666666667
bizikleteroak;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.983333333333333
bizikleteroak;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0166666666666667
situación;0;0.954545454545455;0.961538461538462;0.92;0.976744186046512;0.983333333333333
situación;1;0.0454545454545455;0.0384615384615385;0.08;0.0232558139534884;0.0166666666666667
calidad;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.95
calidad;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.05
mejorar;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.933333333333333
mejorar;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0666666666666667
transporte;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.95
transporte;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.05
vida;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.95
vida;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.05
cumplir;0;0.954545454545455;0.961538461538462;0.96;0.883720930232558;0.983333333333333
cumplir;1;0.0454545454545455;0.0384615384615385;0.04;0.116279069767442;0.0166666666666667
deber;0;0.954545454545455;0.961538461538462;0.96;0.953488372093023;0.95
deber;1;0.0454545454545455;0.0384615384615385;0.04;0.0465116279069767;0.05
distancia;0;0.954545454545455;0.961538461538462;0.96;0.976744186046512;0.966666666666667
distancia;1;0.0454545454545455;0.0384615384615385;0.04;0.0232558139534884;0.0333333333333333
